age, Job_Category,Level,Nb_Years_School,Ed,marital-status,occupation,sex,gains,losses,hours-per-week,Orig_Country,Output_Class
42, Private, HS-grad,13,9, Divorced, Prof-specialty, Female,0,0,45, USA, Low
25, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, High
58, Private, HS-grad,13,9, Divorced, Sales, Male,0,0,36, USA, Low
30, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,60, USA, Low
21, Private, Few Years College,14,10, Never-married, Craft-repair, Female,0,0,40, USA, Low
61, Private, HS-grad,13,9, Married-civ-spouse, Protective-serv, Male,0,0,40, USA, Low
33, Private, Assoc-acdm,16,12, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, USA, Low
51, Private, Masters,18,14, Married-civ-spouse, Tech-support, Male,0,0,40, USA, High
70, Private, Few Years College,14,10, Widowed, Exec-managerial, Female,0,0,12, USA, Low
55, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,30, USA, High
29, Self-emp-not-inc, Few Years College,14,10, Divorced, Craft-repair, Male,2202,0,50, USA, Low
46, Private, Masters,18,14, Widowed, Prof-specialty, Female,0,0,44, USA, Low
35, Federal-gov, Few Years College,14,10, Divorced, Exec-managerial, Female,0,0,40, Philippines, Low
31, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,43, USA, High
37, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,42, USA, High
43, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,43, USA, High
23, Private, HS-grad,13,9, Never-married, Sales, Male,0,0,40, USA, Low
41, Private, HS-grad,13,9, Divorced, Craft-repair, Male,13550,0,44, USA, High
42, Local-gov, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Female,0,0,50, USA, High
26, Private, 10th,10,6, Never-married, Adm-clerical, Female,2907,0,40, USA, Low
45, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
25, Private, Assoc-acdm,16,12, Married-civ-spouse, Sales, Male,0,0,40, USA, Low
33, ?, 7th-8th,8,4, Separated, ?, Male,0,0,40, Guatemala, Low
38, Private, Bachelors,17,13, Married-civ-spouse, Machine-op-inspct, Male,0,0,50, USA, High
28, Private, HS-grad,13,9, Never-married, Exec-managerial, Female,0,0,50, USA, Low
68, Self-emp-not-inc, Assoc-voc,15,11, Married-civ-spouse, Prof-specialty, Male,0,2149,40, USA, Low
42, Local-gov, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
35, Private, Masters,18,14, Married-civ-spouse, Sales, Male,0,0,40, India, Low
36, Private, Few Years College,14,10, Divorced, Adm-clerical, Female,0,0,40, USA, Low
33, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,35, USA, Low
22, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,30, USA, Low
45, Local-gov, Bachelors,17,13, Married-civ-spouse, Protective-serv, Male,0,0,50, USA, High
24, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,40, USA, Low
57, Private, 1st-4th,6,2, Married-spouse-absent, Other-service, Male,0,0,35, ?, Low
36, Local-gov, HS-grad,13,9, Married-civ-spouse, Prof-specialty, Male,15024,0,40, USA, High
41, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
26, Self-emp-not-inc, Few Years College,14,10, Never-married, Prof-specialty, Female,0,0,35, USA, Low
25, Self-emp-not-inc, Few Years College,14,10, Never-married, Farming-fishing, Female,0,0,50, USA, Low
53, State-gov, Few Years College,14,10, Married-civ-spouse, Farming-fishing, Male,0,0,50, USA, Low
28, Local-gov, Assoc-acdm,16,12, Widowed, Prof-specialty, Male,0,0,40, USA, Low
30, Local-gov, Masters,18,14, Never-married, Prof-specialty, Female,0,0,40, USA, Low
38, Self-emp-not-inc, 11th,11,7, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
37, Local-gov, Few Years College,14,10, Divorced, Protective-serv, Male,0,0,48, Germany, Low
30, Private, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,38, USA, Low
41, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Female,0,0,40, ?, Low
29, ?, Few Years College,14,10, Never-married, ?, Male,0,0,36, ?, Low
31, Private, Few Years College,14,10, Divorced, Craft-repair, Male,0,0,80, USA, Low
36, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,3908,0,55, USA, Low
59, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,60, Greece, Low
33, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,35, USA, Low
29, Private, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,1887,55, USA, High
49, State-gov, Few Years College,14,10, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, High
50, Federal-gov, 10th,10,6, Separated, Craft-repair, Male,0,0,56, USA, Low
33, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,1902,45, USA, High
28, Private, 7th-8th,8,4, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, Mexico, Low
81, ?, HS-grad,13,9, Divorced, ?, Female,0,0,35, USA, Low
24, Private, Few Years College,14,10, Never-married, Tech-support, Female,0,0,16, USA, Low
32, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,50, USA, Low
47, Federal-gov, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, High
44, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,40, USA, Low
24, Private, Few Years College,14,10, Never-married, Exec-managerial, Male,0,0,40, USA, Low
37, Local-gov, Few Years College,14,10, Married-civ-spouse, Tech-support, Female,7298,0,36, USA, High
51, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,40, USA, High
52, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,50, USA, Low
22, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
28, Private, Assoc-acdm,16,12, Never-married, Other-service, Male,0,0,40, USA, Low
47, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
43, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
25, Private, HS-grad,13,9, Never-married, Exec-managerial, Male,0,0,45, USA, Low
43, Private, Few Years College,14,10, Married-civ-spouse, Transport-moving, Male,0,0,60, USA, High
25, Private, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,20, USA, Low
59, Private, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,60, USA, Low
29, Private, Assoc-acdm,16,12, Divorced, Prof-specialty, Female,0,0,35, USA, Low
30, Private, 9th,9,5, Married-civ-spouse, Machine-op-inspct, Female,0,0,40, Portugal, Low
24, Private, Few Years College,14,10, Married-civ-spouse, Machine-op-inspct, Female,0,0,40, Puerto-Rico, Low
38, Private, Bachelors,17,13, Never-married, Other-service, Male,0,0,40, USA, Low
37, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,60, USA, High
26, Private, Preschool,5,1, Married-spouse-absent, Machine-op-inspct, Male,0,1719,40, Mexico, Low
30, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,40, USA, Low
73, Local-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,10, Poland, High
30, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
33, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
46, Private, Few Years College,14,10, Married-civ-spouse, Transport-moving, Male,0,0,58, USA, Low
40, ?, HS-grad,13,9, Married-civ-spouse, ?, Female,3464,0,20, USA, Low
18, Private, 11th,11,7, Never-married, Other-service, Male,0,0,40, USA, Low
35, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Female,7298,0,8, ?, High
22, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
50, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,60, USA, Low
62, ?, 7th-8th,8,4, Widowed, ?, Male,0,0,40, USA, Low
39, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,7298,0,40, USA, High
22, Private, Few Years College,14,10, Never-married, Sales, Male,0,0,40, USA, Low
33, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
31, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Female,0,0,40, Vietnam, Low
29, Private, Bachelors,17,13, Never-married, Adm-clerical, Male,0,0,40, USA, Low
38, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Machine-op-inspct, Male,0,0,45, USA, High
24, Private, Bachelors,17,13, Never-married, Sales, Female,0,0,35, USA, Low
29, Local-gov, HS-grad,13,9, Separated, Protective-serv, Female,0,0,40, USA, Low
49, Federal-gov, Masters,18,14, Married-civ-spouse, Adm-clerical, Male,0,0,40, USA, High
33, Private, 7th-8th,8,4, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, Mexico, Low
28, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Male,0,0,48, USA, Low
22, Private, Bachelors,17,13, Never-married, Adm-clerical, Female,0,0,60, USA, Low
37, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
30, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,50, USA, Low
49, Private, 7th-8th,8,4, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
29, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,40, Columbia, Low
25, Private, HS-grad,13,9, Separated, Exec-managerial, Female,0,0,40, USA, Low
36, Private, HS-grad,13,9, Married-spouse-absent, Adm-clerical, Female,0,0,40, USA, Low
36, State-gov, Doctorate,20,16, Never-married, Prof-specialty, Male,0,0,45, USA, Low
21, Private, HS-grad,13,9, Never-married, Other-service, Male,0,0,22, USA, Low
18, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,30, USA, Low
30, Local-gov, Assoc-voc,15,11, Never-married, Protective-serv, Male,0,0,40, USA, Low
44, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
40, Private, Few Years College,14,10, Married-civ-spouse, Transport-moving, Male,0,0,50, USA, Low
43, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,44, USA, Low
45, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, High
29, Private, Few Years College,14,10, Married-spouse-absent, Sales, Female,0,0,26, India, Low
40, Private, Few Years College,14,10, Married-civ-spouse, Adm-clerical, Female,0,0,40, USA, Low
43, Private, Few Years College,14,10, Married-civ-spouse, Other-service, Male,0,0,48, USA, Low
20, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,20, USA, Low
32, State-gov, Bachelors,17,13, Married-civ-spouse, Tech-support, Male,0,0,20, USA, Low
19, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,16, USA, Low
21, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
23, Private, Assoc-voc,15,11, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, USA, Low
24, Private, 11th,11,7, Never-married, Other-service, Female,0,0,40, USA, Low
52, Private, Assoc-voc,15,11, Divorced, Other-service, Male,0,0,32, USA, Low
51, ?, Few Years College,14,10, Divorced, ?, Female,0,0,40, USA, Low
19, Private, Few Years College,14,10, Never-married, Other-service, Male,0,0,35, USA, Low
54, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,45, USA, High
50, Private, HS-grad,13,9, Divorced, Machine-op-inspct, Female,0,0,48, USA, Low
29, Private, Few Years College,14,10, Divorced, Machine-op-inspct, Male,0,0,40, USA, Low
17, Private, 10th,10,6, Never-married, Tech-support, Male,0,0,10, USA, Low
47, Private, HS-grad,13,9, Divorced, Other-service, Female,0,0,37, Puerto-Rico, Low
46, Private, Bachelors,17,13, Divorced, Prof-specialty, Female,0,0,32, USA, Low
30, Private, Few Years College,14,10, Married-civ-spouse, Handlers-cleaners, Male,0,0,44, USA, Low
58, Private, Few Years College,14,10, Married-civ-spouse, Other-service, Female,0,0,30, USA, Low
48, Private, Bachelors,17,13, Divorced, Prof-specialty, Female,0,0,40, USA, Low
23, Private, Few Years College,14,10, Never-married, Protective-serv, Male,0,0,40, Mexico, Low
23, Private, Assoc-voc,15,11, Never-married, Adm-clerical, Female,0,0,36, USA, Low
45, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
20, Private, Few Years College,14,10, Never-married, Sales, Male,0,0,20, USA, Low
26, Private, 7th-8th,8,4, Never-married, Machine-op-inspct, Male,0,0,48, USA, Low
50, Local-gov, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,40, USA, High
49, Private, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,48, USA, High
26, Private, Few Years College,14,10, Never-married, Other-service, Male,0,0,40, Nicaragua, Low
47, Private, Prof-school,19,15, Divorced, Adm-clerical, Male,0,0,40, USA, Low
31, Private, 12th,12,8, Never-married, Sales, Male,4650,0,50, USA, Low
19, ?, Few Years College,14,10, Never-married, ?, Female,0,0,40, USA, Low
23, Private, 10th,10,6, Married-civ-spouse, Other-service, Male,0,0,40, ?, Low
35, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,1740,40, USA, Low
46, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,1902,50, USA, High
28, Self-emp-not-inc, 11th,11,7, Never-married, Craft-repair, Male,0,0,40, USA, Low
58, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,7688,0,45, USA, High
21, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
50, Self-emp-not-inc, 10th,10,6, Divorced, Sales, Female,0,0,50, USA, Low
30, ?, 9th,9,5, Never-married, ?, Female,0,0,30, USA, Low
31, Private, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,40, USA, Low
31, Self-emp-not-inc, Bachelors,17,13, Married-civ-spouse, Adm-clerical, Female,0,0,20, USA, Low
35, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,3103,0,40, USA, High
33, Private, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,0,0,60, USA, High
34, Private, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,7688,0,55, USA, High
67, ?, Prof-school,19,15, Married-civ-spouse, ?, Male,6418,0,10, USA, High
37, Private, HS-grad,13,9, Married-civ-spouse, Handlers-cleaners, Male,0,0,45, USA, High
48, Private, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
34, Federal-gov, Bachelors,17,13, Never-married, Exec-managerial, Male,1471,0,40, Cambodia, Low
24, Private, Few Years College,14,10, Never-married, Exec-managerial, Male,0,0,40, USA, Low
55, Private, HS-grad,13,9, Divorced, Priv-house-serv, Female,0,0,40, France, Low
50, Private, HS-grad,13,9, Married-civ-spouse, Tech-support, Male,0,1848,40, USA, High
40, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,1977,60, USA, High
33, Private, Bachelors,17,13, Never-married, Handlers-cleaners, Male,0,0,30, USA, Low
51, Federal-gov, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
30, Private, Few Years College,14,10, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
41, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
47, Local-gov, Assoc-voc,15,11, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
27, Private, 7th-8th,8,4, Never-married, Farming-fishing, Male,0,0,50, ?, Low
37, Private, Bachelors,17,13, Separated, Prof-specialty, Female,4934,0,32, USA, High
40, Private, Assoc-voc,15,11, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
36, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
37, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
38, Private, Prof-school,19,15, Separated, Prof-specialty, Male,0,0,35, USA, High
40, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,50, USA, Low
35, Private, Bachelors,17,13, Divorced, Exec-managerial, Female,0,0,40, USA, Low
47, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Female,0,0,20, USA, High
20, ?, Few Years College,14,10, Never-married, ?, Male,0,0,60, USA, Low
33, Private, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, High
45, Private, Few Years College,14,10, Divorced, Adm-clerical, Female,0,0,40, USA, Low
66, ?, Few Years College,14,10, Married-civ-spouse, ?, Male,0,1825,40, USA, High
35, Self-emp-not-inc, HS-grad,13,9, Never-married, Sales, Female,0,0,38, Germany, Low
32, Private, 11th,11,7, Married-civ-spouse, Adm-clerical, Male,0,0,45, USA, Low
23, Private, Few Years College,14,10, Married-civ-spouse, Other-service, Male,0,0,50, USA, Low
19, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,15, USA, Low
44, ?, Few Years College,14,10, Married-civ-spouse, ?, Male,0,0,40, USA, Low
20, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,35, USA, Low
44, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,30, USA, Low
41, State-gov, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,3464,0,40, USA, Low
19, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
48, Private, HS-grad,13,9, Divorced, Other-service, Female,0,0,35, USA, Low
45, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,65, USA, High
40, Private, 7th-8th,8,4, Married-civ-spouse, Other-service, Male,0,0,42, Cambodia, Low
34, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,55, USA, High
20, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,40, USA, Low
33, Private, Few Years College,14,10, Separated, Adm-clerical, Female,0,0,40, USA, Low
30, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Female,0,0,20, USA, Low
23, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,32, Cuba, Low
34, Private, 10th,10,6, Divorced, Other-service, Female,0,0,38, USA, Low
48, State-gov, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
32, ?, 11th,11,7, Divorced, ?, Female,0,0,49, USA, Low
42, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
22, Private, HS-grad,13,9, Never-married, Adm-clerical, Male,0,0,40, USA, Low
60, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,42, USA, High
42, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,55, USA, High
45, Private, Bachelors,17,13, Separated, Exec-managerial, Female,0,0,55, USA, Low
47, Private, HS-grad,13,9, Divorced, Other-service, Female,0,0,32, USA, Low
29, Private, Masters,18,14, Married-civ-spouse, Exec-managerial, Female,0,0,40, USA, High
34, Private, Bachelors,17,13, Never-married, Sales, Male,0,0,38, USA, Low
34, Private, Bachelors,17,13, Divorced, Prof-specialty, Female,0,0,40, USA, High
39, Federal-gov, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,0,0,40, USA, Low
29, Private, Few Years College,14,10, Divorced, Prof-specialty, Female,0,0,24, USA, Low
42, Self-emp-inc, Few Years College,14,10, Never-married, Sales, Male,0,0,60, USA, Low
48, Private, 11th,11,7, Separated, Other-service, Female,0,0,35, USA, Low
53, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,1902,40, USA, High
51, Private, Few Years College,14,10, Widowed, Adm-clerical, Female,0,0,45, USA, Low
